TurId;Dato;Fylke;Område;Kommune;Holdeplass_Fra;Holdeplass_Til;Linjetype;Linjefylke;Linjenavn;Linjeretning;Tidspunkt_Faktisk_Ankomst_Holdeplass_Fra;Tidspunkt_Faktisk_Avgang_Holdeplass_Fra;Tidspunkt_Planlagt_Ankomst_Holdeplass_Fra;Tidspunkt_Planlagt_Avgang_Holdeplass_Fra;Kjøretøy_Kapasitet;Passasjerer_Ombord
16005-2020-08-23T06:56:00+02:00;23/08/2020;Viken;Vest;Bærum;Valler skole (i Brynsvn);Evje;Lokal;Viken;160;0;07:14:44;07:14:50;07:13:00;07:13:00;112;1
16003-2020-08-04T13:02:00+02:00;04/08/2020;Viken;Vest;Bærum;Valler skole (i Brynsvn.);Vallerveien;Lokal;Viken;160;1;13:43:57;13:44:03;13:43:00;13:43:00;112;1
16005-2020-08-08T10:56:00+02:00;08/08/2020;Viken;Vest;Bærum;Sandvika bussterminal (Plattform 2);Lakseberget;Lokal;Viken;160;0;11:19:02;11:20:41;11:17:00;11:17:00;112;-9
16001-2020-08-20T06:46:00+02:00;20/08/2020;Viken;Vest;Bærum;Solvikveien (i Sandviksveien);Glassverkveien;Lokal;Viken;160;0;07:15:42;07:16:10;07:15:00;07:15:00;112;2
16010-2020-08-24T06:16:00+02:00;24/08/2020;Viken;Vest;Bærum;Otto Rykkinds vei;Eineåsen;Lokal;Viken;160;0;06:20:21;06:20:26;06:19:00;06:19:00;112;0
16006-2020-07-12T18:17:00+02:00;12/07/2020;Viken;Vest;Bærum;Solvikveien (i Sandviksveien);Høvikodden;Lokal;Viken;160;1;18:43:51;18:44:31;18:43:00;18:43:00;112;20
47901-2020-08-27T08:23:00+02:00;27/08/2020;Viken;Nordøst;Nes;Kokkim;Framtun skole;Skole;Viken;3676;0;08:36:47;08:36:54;08:36:00;08:36:00;71;-9
16008-2020-08-18T22:47:00+02:00;18/08/2020;Viken;Vest;Bærum;Lysaker stasjon (Plattform A);Oksenøyveien;Lokal;Viken;160;1;23:04:49;23:05:15;23:04:00;23:04:00;112;-3
45006-2020-08-21T08:49:00+02:00;21/08/2020;Viken;Nordøst;Nes;Delerud;Råbukkvegen;Lokal;Viken;460;1;09:10:43;09:10:45;09:10:00;09:10:00;106;-3
42002-2020-08-15T21:46:00+02:00;15/08/2020;Viken;Nordøst;Ullensaker;Markavegen;Henrik Bulls veg;Lokal;Viken;420;0;22:47:24;22:47:28;22:45:00;22:45:00;106;6
45004-2020-07-14T12:49:00+02:00;14/07/2020;Viken;Nordøst;Nes;Nikevegen;Rød (Plattform B);Lokal;Viken;460;1;13:07:33;13:07:39;13:04:00;13:04:00;106;0
16013-2020-08-13T12:12:00+02:00;13/08/2020;Viken;Vest;Bærum;Lakseberget;Sandvika bussterminal (Plattform 4);Lokal;Viken;160;1;12:42:17;12:42:21;12:42:00;12:42:00;112;11
12503-2020-07-13T06:36:00+02:00;13/07/2020;Viken;Nordøst;Lørenskog;Nesåsen snuplass;Sørlihavna;Ekspress;Viken;125E;0;06:35:15;06:36:43;06:36:00;06:36:00;76;0
27003-2020-08-17T12:47:00+02:00;17/08/2020;Viken;Vest;Asker;Ingolfs vei;Grobråtenveien syd;Lokal;Viken;280;1;12:59:03;12:59:30;12:57:00;12:57:00;80;1
12502-2020-06-24T15:35:00+02:00;24/06/2020;Viken;Nordøst;Lørenskog;Sørlitoppen;Sørlihavna;Ekspress;Viken;125E;1;15:56:10;15:56:14;15:50:00;15:50:00;76;-1
45009-2020-07-02T21:31:00+02:00;02/07/2020;Viken;Nordøst;Ullensaker;Prestmoen;Ekko;Lokal;Viken;460;0;22:04:46;22:04:51;22:03:00;22:03:00;106;1
27001-2020-08-15T15:32:00+02:00;15/08/2020;Viken;Vest;Asker;Grobråtenveien syd;Ingolfs vei;Lokal;Viken;280;0;:;15:45:13;15:45:00;15:45:00;70;9
45006-2020-06-11T08:49:00+02:00;11/06/2020;Viken;Nordøst;Nes;Vormsund;Torseth;Lokal;Viken;460;1;09:15:04;09:15:30;09:15:00;09:15:00;106;-1
16006-2020-08-01T12:17:00+02:00;01/08/2020;Viken;Vest;Bærum;Lakseberget;Sandvika bussterminal (Plattform 4);Lokal;Viken;160;1;12:47:54;12:48:01;12:47:00;12:47:00;112;-6
9103-2020-08-30T12:45:00+02:00;30/08/2020;Oslo;Indre By;Grünerløkka;Biermanns gate (buss mot Torshov);Torshov (buss mot Storo);Lokal;Oslo;91;0;12:52:18;12:52:57;12:52:00;12:52:00;106;16
34008-2020-07-01T11:25:00+02:00;01/07/2020;Viken;Nordøst;Rælingen;Eikeliveien;Linjeveien (I Rælingsveien);Lokal;Viken;360;0;11:58:45;11:58:51;11:56:00;11:56:00;105;9
25002-2020-07-14T11:19:00+02:00;14/07/2020;Oslo;Vest;Ullern;Vækerø  (E18 på nordsiden mot Lysaker);Lysaker stasjon (Plattform A);Lokal;Viken;250;1;11:36:21;11:36:52;11:34:00;11:34:00;112;20
38016-2020-08-07T06:41:00+02:00;07/08/2020;Oslo;Nordøst;Grorud;Romsåsfoten;Grorudkrysset  (mot syd);Lokal;Viken;380;0;07:13:53;07:13:57;07:13:00;07:13:00;115;2
38007-2020-07-16T07:46:00+02:00;16/07/2020;Viken;Nordøst;Nittedal;Gjelleråstoppen;Gjelleråsen;Ekspress;Viken;390E;0;08:16:54;08:17:20;08:14:00;08:14:00;115;2
9102-2020-08-08T01:34:00+02:00;07/08/2020;Oslo;Indre By;Sagene;Sandaker senter (buss på trikkeplf. mot Storo);Grefsenveien (buss mot Storo);Lokal;Oslo;91;0;25:43:17;25:43:29;25:43:00;25:43:00;106;6
39015-2020-06-23T05:56:00+02:00;23/06/2020;Viken;Nordøst;Nittedal;Måsan;Kjul;Ekspress;Viken;390E;0;06:15:21;06:15:49;06:14:00;06:14:00;112;6
34012-2020-08-18T23:25:00+02:00;18/08/2020;Viken;Nordøst;Lillestrøm;Frydenbergveien;Kurlandsveien;Lokal;Viken;360;0;24:04:48;24:04:56;24:03:00;24:03:00;105;5
38002-2020-06-06T16:02:00+02:00;06/06/2020;Oslo;Indre By;Grünerløkka;Carl Berners plass (buss mot sentrum) (plf F);Sars gate (mot sentrum);Lokal;Viken;380;0;16:50:05;16:50:12;16:46:00;16:46:00;115;11
38004-2020-08-02T13:06:00+02:00;02/08/2020;Oslo;Nordøst;Bjerke;Aker sykehus  (mot Bjerke);Bjerke  (mot Brobekk);Lokal;Viken;380;1;13:20:09;13:20:11;13:19:00;13:19:00;115;10
39026-2020-07-23T21:06:00+02:00;23/07/2020;Oslo;Nordøst;Stovner;Bånkallstubben (mot Gjelleråsen);Tokerudbekken;Lokal;Viken;380;1;21:34:20;21:34:44;21:32:00;21:32:00;112;15
39025-2020-08-20T07:46:00+02:00;20/08/2020;Oslo;Nordøst;Stovner;Bånkallstubben (mot Gjelleråsen);Tokerudbekken;Lokal;Viken;380;1;08:14:42;08:14:46;08:12:00;08:12:00;112;14
25010-2020-08-05T07:09:00+02:00;05/08/2020;Viken;Vest;Asker;Nedre Berger;Nesbru;Lokal;Viken;250;1;07:39:46;07:39:50;07:38:00;07:38:00;112;11
34006-2020-08-07T15:09:00+02:00;07/08/2020;Viken;Nordøst;Lillestrøm;Skedsmokorset (Plattform 3);Elgfaret;Lokal;Viken;360;1;15:44:00;15:45:22;15:41:00;15:41:00;105;3
25023-2020-08-04T15:16:00+02:00;04/08/2020;Viken;Vest;Asker;Blakstad bussterminal (Plattform 2);Blakstad hageby;Ekspress;Viken;250E;1;15:55:24;15:55:30;15:58:00;15:58:00;112;12
26116-2020-08-27T15:50:00+02:00;27/08/2020;Viken;Vest;Asker;Mølla [fra Holmsbu];Nepebråtan;Lokal;Viken;256;1;16:45:52;16:45:54;16:44:00;16:44:00;112;-13
39020-2020-07-01T12:36:00+02:00;01/07/2020;Oslo;Nordøst;Stovner;Sveiva (I Tr.heimsveien);Rommi;Lokal;Viken;380;1;13:00:45;13:01:06;13:00:00;13:00:00;115;8
34002-2020-07-17T04:59:00+02:00;17/07/2020;Viken;Nordøst;Lillestrøm;Stortorget  (Lillestrøm);St. Magnus plass;Lokal;Viken;360;1;05:17:27;05:17:35;05:16:00;05:16:00;105;0
39012-2020-06-25T11:08:00+02:00;25/06/2020;Viken;Nordøst;Lillestrøm;Svømmehallen;Stav;Lokal;Viken;380;1;11:16:49;11:16:55;11:15:00;11:15:00;115;3
34008-2020-06-08T08:49:00+02:00;08/06/2020;Viken;Nordøst;Lillestrøm;Skedsmosenteret;Skedsmokorset (Plattform 3);Lokal;Viken;360;1;09:17:46;09:17:50;09:18:00;09:18:00;105;0
39013-2020-07-29T09:06:00+02:00;29/07/2020;Viken;Nordøst;Lillestrøm;Stav;Sagdalen;Lokal;Viken;380;1;09:57:32;09:57:57;09:59:00;09:59:00;112;16
38007-2020-07-27T05:58:00+02:00;27/07/2020;Viken;Nordøst;Lillestrøm;Rikard Nordraaks vei;Svømmehallen;Lokal;Viken;380;1;06:26:17;06:26:42;06:27:00;06:27:00;115;6
9101-2020-06-30T16:34:00+02:00;30/06/2020;Oslo;Indre By;Grünerløkka;Biermanns gate (buss mot sentrum);Birkelunden  (Toftes gate mot syd);Lokal;Oslo;91;1;16:49:34;16:50:09;16:42:00;16:42:00;106;0
34008-2020-07-21T13:09:00+02:00;21/07/2020;Viken;Nordøst;Lillestrøm;Lurudveien;Vardeveien;Lokal;Viken;360;1;13:46:09;13:46:37;13:46:00;13:46:00;105;2
39030-2020-08-10T17:25:00+02:00;10/08/2020;Viken;Nordøst;Nittedal;Myra;Nittedal rådhus;Ekspress;Viken;390E;1;18:05:41;18:05:44;18:05:00;18:05:00;112;3
34034-2020-07-30T16:45:00+02:00;30/07/2020;Viken;Nordøst;Lillestrøm;Stortorget  (Lillestrøm);Nittedalsgata (mot Lillestrøm);Lokal;Viken;360;0;17:13:44;17:13:56;17:11:00;17:11:00;105;8
25027-2020-07-09T08:49:00+02:00;09/07/2020;Viken;Vest;Asker;Nesåsen;Landøya;Lokal;Viken;250;1;09:20:34;09:20:40;09:20:00;09:20:00;112;2
34002-2020-07-29T09:55:00+02:00;29/07/2020;Viken;Nordøst;Lillestrøm;Elgfaret;Skedsmokorset (Plattform 4);Lokal;Viken;360;0;10:05:28;10:05:32;10:02:00;10:02:00;105;3
34027-2020-07-09T19:24:00+02:00;09/07/2020;Viken;Nordøst;Rælingen;Kurlandsveien;Frydenbergveien;Lokal;Viken;360;1;19:28:52;19:28:58;19:28:00;19:28:00;105;-1
34008-2020-07-11T13:24:00+02:00;11/07/2020;Viken;Nordøst;Lillestrøm;Floraveien;Måsasvingen vest;Lokal;Viken;360;1;13:47:48;13:48:18;13:44:00;13:44:00;105;5
34004-2020-08-24T23:54:00+02:00;24/08/2020;Viken;Nordøst;Lillestrøm;Vardekroken;Vardeåsen (kun for Hastop);Lokal;Viken;360;1;24:35:07;24:35:38;24:33:00;24:33:00;105;-1
26115-2020-08-25T14:50:00+02:00;25/08/2020;Viken;Vest;Asker;Skolegaten;Holmsbu torg (mot Åsheim);Lokal;Viken;256;1;15:36:55;15:37:01;15:36:00;15:36:00;112;5
25005-2020-08-10T11:49:00+02:00;10/08/2020;Viken;Vest;Asker;Nesbru;Nesåsen;Lokal;Viken;250;1;12:21:57;12:22:03;12:19:00;12:19:00;112;7
39004-2020-06-13T15:02:00+02:00;13/06/2020;Viken;Nordøst;Nittedal;Mortens kro;Morteveien;Lokal;Viken;380;0;15:27:50;15:27:54;15:22:00;15:22:00;115;20
38003-2020-08-27T07:26:00+02:00;27/08/2020;Oslo;Nordøst;Grorud;Grorudkrysset  (mot nord);Romsåsfoten;Lokal;Viken;380;1;07:48:44;07:49:12;07:48:00;07:48:00;115;8
26124-2020-08-12T15:42:00+02:00;12/08/2020;Viken;Vest;Asker;Arnestad;Vollen;Lokal;Viken;250;0;16:15:52;16:15:55;16:13:00;16:13:00;112;1
34016-2020-07-21T08:29:00+02:00;21/07/2020;Viken;Nordøst;Lillestrøm;St. Magnus plass;Åråsen;Lokal;Viken;360;1;08:48:58;08:49:25;08:47:00;08:47:00;105;0
34010-2020-06-29T12:55:00+02:00;29/06/2020;Viken;Nordøst;Lillestrøm;St. Magnus plass;Stortorget  (Lillestrøm);Lokal;Viken;360;0;13:21:16;13:21:47;13:20:00;13:20:00;105;19
39002-2020-06-07T12:37:00+02:00;07/06/2020;Viken;Nordøst;Lillestrøm;Hellerudsletta;Plantasjen;Lokal;Viken;380;1;13:15:02;13:15:06;13:15:00;13:15:00;112;5
26106-2020-07-21T11:12:00+02:00;21/07/2020;Viken;Vest;Asker;Åros fabrikker;Sundbykrysset (i Røyken);Lokal;Viken;250;0;11:20:19;11:22:43;11:18:00;11:18:00;112;5
9101-2020-08-05T08:41:00+02:00;05/08/2020;Oslo;Indre By;Grünerløkka;Biermanns gate (buss mot Torshov);Torshov (buss mot Storo);Lokal;Oslo;91;0;08:48:10;08:48:59;08:47:00;08:47:00;106;24
26106-2020-08-13T17:43:00+02:00;13/08/2020;Viken;Vest;Asker;Rødby;Bjørnson;Lokal;Viken;256;0;18:02:24;18:02:27;18:03:00;18:03:00;112;3
25022-2020-08-12T12:34:00+02:00;12/08/2020;Oslo;Vest;Ullern;Sjølyst  (mot Vækerø etter rundkjøringen) (plf B);Vækerø  (E18 på nordsiden mot Lysaker);Lokal;Viken;250;1;12:49:51;12:49:57;12:48:00;12:48:00;112;19
26117-2020-08-10T12:43:00+02:00;10/08/2020;Viken;Vest;Asker;Toftejordet;Brinkli;Lokal;Viken;256;0;13:28:18;13:28:23;13:30:00;13:30:00;112;5
34008-2020-07-25T19:24:00+02:00;25/07/2020;Viken;Nordøst;Lillestrøm;Fjellbo;Fjellvegen;Lokal;Viken;360;1;20:04:46;20:04:50;20:05:00;20:05:00;105;4
39015-2020-07-23T14:26:00+02:00;23/07/2020;Oslo;Indre By;Sentrum;Hausmanns bru (fra sentrum);Sars gate (fra sentrum);Lokal;Viken;380;1;14:29:44;14:30:12;14:28:00;14:28:00;115;-11
39032-2020-06-03T16:05:00+02:00;03/06/2020;Oslo;Indre By;Grünerløkka;Rosenhoff (buss mot Sinsen);Sinsen T  (opp Trondheimsveien) (plf B);Ekspress;Viken;390E;1;16:16:14;16:16:36;16:13:00;16:13:00;115;10
25003-2020-07-17T12:34:00+02:00;17/07/2020;Oslo;Indre By;Sentrum;Nationaltheatret (plf G - i Frederiks gate);Vika atrium  (mot Filipstad);Lokal;Viken;250;1;12:39:51;12:40:14;12:41:00;12:41:00;112;8
34017-2020-08-12T12:12:00+02:00;12/08/2020;Viken;Nordøst;Rælingen;Eikeliveien;Linjeveien (I Rælingsveien);Lokal;Viken;360;0;12:41:48;12:41:54;12:41:00;12:41:00;105;5
39002-2020-07-30T06:06:00+02:00;30/07/2020;Viken;Nordøst;Lillestrøm;Rikard Nordraaks vei;Svømmehallen;Lokal;Viken;380;1;06:54:53;06:55:01;06:57:00;06:57:00;115;10
9113-2020-07-21T07:04:00+02:00;21/07/2020;Oslo;Indre By;Grünerløkka;Birkelunden  (Toftes gate mot syd);Sofienbergparken (retning sentrum);Lokal;Oslo;91;1;07:13:54;07:14:25;07:14:00;07:14:00;106;0
38010-2020-08-14T15:01:00+02:00;14/08/2020;Viken;Nordøst;Lillestrøm;Hellerud;Lahaugmoen;Lokal;Viken;380;0;15:24:19;15:24:41;15:22:00;15:22:00;115;15
39020-2020-07-02T15:31:00+02:00;02/07/2020;Viken;Nordøst;Lillestrøm;Sagdalen;Stav;Lokal;Viken;380;0;15:35:45;15:36:05;15:34:00;15:34:00;115;18
39028-2020-08-14T08:36:00+02:00;14/08/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Lillestrøm bussterminal (Plattform 1);Lokal;Viken;380;1;09:34:37;09:34:43;09:33:00;09:33:00;112;10
26104-2020-08-08T10:50:00+02:00;08/08/2020;Viken;Vest;Asker;Tofte båthavn;Tofte sentrum;Lokal;Viken;256;1;11:20:20;11:20:58;11:20:00;11:20:00;112;-2
34016-2020-06-18T10:12:00+02:00;18/06/2020;Viken;Nordøst;Rælingen;Eikeliveien;Linjeveien (I Rælingsveien);Lokal;Viken;360;0;10:41:54;10:42:00;10:41:00;10:41:00;105;1
38019-2020-08-07T08:11:00+02:00;07/08/2020;Viken;Nordøst;Lillestrøm;Landskronaveien;Skjetten senter;Lokal;Viken;380;0;08:21:43;08:22:11;08:19:00;08:19:00;115;2
34019-2020-07-29T18:05:00+02:00;29/07/2020;Viken;Nordøst;Rælingen;Sandbekkhallen;Blystadlia;Lokal;Viken;360;0;18:49:25;18:49:57;18:49:00;18:49:00;105;-1
25004-2020-08-26T21:12:00+02:00;26/08/2020;Viken;Vest;Asker;Hvalstrand;Hval;Lokal;Viken;250;0;21:55:15;21:55:18;21:54:00;21:54:00;112;10
34004-2020-06-25T05:59:00+02:00;25/06/2020;Viken;Nordøst;Lillestrøm;St. Magnus plass;Åråsen;Lokal;Viken;360;1;06:18:14;06:18:43;06:17:00;06:17:00;105;0
34006-2020-06-24T05:17:00+02:00;24/06/2020;Viken;Nordøst;Lillestrøm;Floraveien;Åråsen;Lokal;Viken;360;0;05:37:49;05:38:19;05:38:00;05:38:00;105;1
34039-2020-06-05T08:19:00+02:00;05/06/2020;Viken;Nordøst;Lillestrøm;Skedsmokorset (Plattform 3);Elgfaret;Lokal;Viken;360;1;08:53:53;08:54:44;08:51:00;08:51:00;105;9
9102-2020-08-21T22:49:00+02:00;21/08/2020;Oslo;Indre By;Sagene;Grefsenveien (buss mot Storo);Storo (i Vitaminveien) (plf H);Lokal;Oslo;91;0;23:01:35;23:02:04;23:00:00;23:00:00;106;6
34004-2020-06-11T21:25:00+02:00;11/06/2020;Viken;Nordøst;Lillestrøm;Skedsmo kirke;Riis;Lokal;Viken;360;0;21:44:27;21:44:55;21:42:00;21:42:00;105;3
39031-2020-06-04T07:16:00+02:00;04/06/2020;Viken;Nordøst;Nittedal;Tøyen;Kirkerud;Ekspress;Viken;390E;0;07:18:20;07:18:57;07:18:00;07:18:00;115;6
34024-2020-08-17T21:25:00+02:00;17/08/2020;Viken;Nordøst;Lillestrøm;Skedsmo kirke;Riis;Lokal;Viken;360;0;21:43:10;21:43:15;21:42:00;21:42:00;105;0
25026-2020-08-25T18:34:00+02:00;25/08/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf B2);Hammersborggata (ved Storgata retning vest);Lokal;Viken;250;1;18:23:45;18:24:17;18:34:00;18:34:00;112;0
9106-2020-08-26T16:09:00+02:00;26/08/2020;Oslo;Indre By;Sagene;Torshov (buss mot sentrum);Biermanns gate (buss mot sentrum);Lokal;Oslo;91;1;16:15:57;16:16:29;16:15:00;16:15:00;106;0
38011-2020-08-28T06:28:00+02:00;28/08/2020;Viken;Nordøst;Lillestrøm;Jenseberget;Jonas Lies gate;Lokal;Viken;380;1;06:40:12;06:40:16;06:39:00;06:39:00;115;6
34081-2020-06-20T00:25:00+02:00;19/06/2020;Viken;Nordøst;Lillestrøm;St. Magnus plass;Stortorget  (Lillestrøm);Lokal;Viken;360;0;24:50:59;24:51:29;24:50:00;24:50:00;105;-8
39007-2020-07-03T06:31:00+02:00;03/07/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Jenseberget;Lokal;Viken;380;0;06:33:12;06:33:18;06:32:00;06:32:00;115;2
25012-2020-08-08T16:04:00+02:00;08/08/2020;Viken;Vest;Asker;Billingstadveien;Bergerveien;Lokal;Viken;250;1;16:34:53;16:35:20;16:32:00;16:32:00;112;0
25045-2020-08-11T14:18:00+02:00;11/08/2020;Viken;Vest;Asker;Skjæret;Sjøvollveien;Lokal;Viken;250;0;14:25:12;14:25:17;14:25:00;14:25:00;112;4
34005-2020-07-28T08:39:00+02:00;28/07/2020;Viken;Nordøst;Rælingen;Løvenstadvegen;Torgenholtet;Lokal;Viken;360;1;08:43:20;08:43:50;08:41:00;08:41:00;105;5
34008-2020-08-12T14:39:00+02:00;12/08/2020;Viken;Nordøst;Rælingen;Torgenholtet;Kurlandsveien;Lokal;Viken;360;1;14:43:03;14:43:34;14:42:00;14:42:00;105;3
38001-2020-06-04T17:18:00+02:00;04/06/2020;Viken;Nordøst;Lillestrøm;Tårnbyveien;Nordens vei;Lokal;Viken;380;1;17:20:22;17:20:56;17:21:00;17:21:00;115;8
7406-2020-07-20T15:14:00+02:00;20/07/2020;Oslo;Indre By;Gamle Oslo;Bjørvika (buss mot vest);Jernbanetorget (Plf. L i Fred Olsens gate);Lokal;Oslo;74;1;15:45:52;15:46:27;15:43:00;15:43:00;72;9
7406-2020-07-14T16:54:00+02:00;14/07/2020;Oslo;Indre By;Gamle Oslo;Ladegården (mot sentrum);Bjørvika (buss mot vest);Lokal;Oslo;74;1;17:21:39;17:22:04;17:21:00;17:21:00;72;6
39003-2020-07-26T10:33:00+02:00;26/07/2020;Viken;Nordøst;Nittedal;Myra;Måsan;Lokal;Viken;390;0;10:53:22;10:53:23;10:53:00;10:53:00;112;2
55010-2020-06-24T21:05:00+02:00;24/06/2020;Viken;Sør;Enebakk;Tømmerbråten (for Hastop);Myhra;Lokal;Viken;550;0;21:09:34;21:09:38;21:10:00;21:10:00;80;1
47014-2020-08-10T17:09:00+02:00;10/08/2020;Viken;Nordøst;Lillestrøm;Gransveien;Heia industrifelt;Ekspress;Viken;470E;1;17:37:19;17:37:22;17:33:00;17:33:00;106;3
39008-2020-06-27T21:25:00+02:00;27/06/2020;Oslo;Nordøst;Stovner;Rommi;Bånkallstubben (mot Gjelleråsen);Lokal;Viken;390;1;21:51:01;21:51:04;21:49:00;21:49:00;115;15
23008-2020-07-30T07:17:00+02:00;30/07/2020;Viken;Vest;Bærum;Dragveien;Ekeberg;Lokal;Viken;230;0;07:25:07;07:25:38;07:23:00;07:23:00;69;2
7408-2020-06-04T18:08:00+02:00;04/06/2020;Oslo;Sør;Nordstrand;Munkerud  (mot Skullerudkrysset);P. A. Holms vei  (mot Skullerudkrysset);Lokal;Oslo;74;0;18:33:42;18:34:06;18:33:00;18:33:00;72;2
39009-2020-07-18T11:10:00+02:00;18/07/2020;Oslo;Nordøst;Grorud;Romsåsfoten;Sveiva (I Tr.heimsveien);Lokal;Viken;390;1;11:34:35;11:34:39;11:33:00;11:33:00;115;2
34014-2020-07-03T15:20:00+02:00;03/07/2020;Viken;Nordøst;Rælingen;Øvre Strømsdal;Strømsdalen;Lokal;Viken;330;0;15:31:22;15:31:26;15:30:00;15:30:00;105;1
38023-2020-07-15T13:25:00+02:00;15/07/2020;Oslo;Nordøst;Stovner;Bånkallstubben (mot Gjelleråsen);Tokerudbekken;Lokal;Viken;390;1;13:54:07;13:54:30;13:52:00;13:52:00;115;7
39020-2020-07-14T23:25:00+02:00;14/07/2020;Viken;Nordøst;Nittedal;Gjelleråsen;Gjelleråstoppen;Lokal;Viken;390;1;23:57:48;23:58:42;23:55:00;23:55:00;115;12
38011-2020-06-22T20:23:00+02:00;22/06/2020;Viken;Nordøst;Nittedal;Mortens kro;Morteveien;Lokal;Viken;385;1;20:54:49;20:54:53;20:52:00;20:52:00;115;10
7411-2020-06-13T00:38:00+02:00;12/06/2020;Oslo;Sør;Nordstrand;Munkerud  (mot Skullerudkrysset);P. A. Holms vei  (mot Skullerudkrysset);Lokal;Oslo;74;0;25:05:42;25:06:07;25:03:00;25:03:00;72;11
39011-2020-06-29T21:40:00+02:00;29/06/2020;Viken;Nordøst;Nittedal;Slattum (kun for Hastop);Hauger;Lokal;Viken;390;1;22:17:29;22:17:35;22:15:00;22:15:00;115;14
39005-2020-06-14T20:55:00+02:00;14/06/2020;Oslo;Nordøst;Stovner;Rommi;Bånkallstubben (mot Gjelleråsen);Lokal;Viken;390;1;21:19:31;21:19:32;21:19:00;21:19:00;112;19
38023-2020-08-19T13:40:00+02:00;19/08/2020;Oslo;Indre By;Grünerløkka;Rosenhoff (buss mot Sinsen);Sinsen T  (opp Trondheimsveien) (plf B);Lokal;Viken;390;1;13:52:20;13:52:28;13:50:00;13:50:00;115;11
39034-2020-06-23T10:06:00+02:00;23/06/2020;Viken;Nordøst;Nittedal;Åneby;Søndre Åneby;Lokal;Viken;390;0;10:16:41;10:17:10;10:15:00;10:15:00;115;3
39023-2020-08-03T16:53:00+02:00;03/08/2020;Viken;Nordøst;Nittedal;Kirkeby;Kjul;Lokal;Viken;385;1;17:37:51;17:37:57;17:32:00;17:32:00;112;-1
6006-2020-07-09T09:40:00+02:00;09/07/2020;Oslo;Indre By;Gamle Oslo;Kampen   (mot Tøyen);Tøyen  (fra Galgeberg);Lokal;Oslo;60;1;10:06:48;10:07:12;10:06:00;10:06:00;33;7
10003-2020-07-28T12:30:00+02:00;28/07/2020;Viken;Nordøst;Lørenskog;Knatten (Solheimsveien);Kloppaveien;Lokal;Viken;100;1;13:09:14;13:09:39;13:04:00;13:04:00;151;3
10020-2020-06-02T08:34:00+02:00;02/06/2020;Oslo;Nordøst;Alna;Ulvenkrysset  (mot Helsfyr);Teisenkrysset  (mot Helsfyr);Lokal;Viken;100;0;09:31:53;09:32:20;09:27:00;09:27:00;151;10
10009-2020-07-27T16:34:00+02:00;27/07/2020;Viken;Nordøst;Lørenskog;Knatten (Solheimsveien);Lørenskog sentrum (plattform 4);Lokal;Viken;100;0;17:01:54;17:02:26;17:01:00;17:01:00;151;11
10019-2020-07-09T08:24:00+02:00;09/07/2020;Viken;Nordøst;Lillestrøm;Forskningsparken (Kjeller);Nordsnoveien;Lokal;Viken;100;0;08:26:34;08:26:57;08:26:00;08:26:00;151;0
34026-2020-06-12T22:01:00+02:00;12/06/2020;Viken;Nordøst;Lillestrøm;Brånås skog;Brånås skole;Lokal;Viken;340;0;22:04:23;22:04:30;22:03:00;22:03:00;105;3
10014-2020-07-23T10:40:00+02:00;23/07/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Lillestrøm bussterminal (Plattform 18);Lokal;Viken;100;1;11:32:08;11:32:44;11:29:00;11:29:00;151;3
12001-2020-08-24T21:56:00+02:00;24/08/2020;Viken;Nordøst;Lørenskog;Knatten (Solheimsveien);Kloppaveien;Lokal;Viken;310;1;22:08:31;22:08:41;22:06:00;22:06:00;72;-2
10010-2020-07-02T08:44:00+02:00;02/07/2020;Oslo;Nordøst;Alna;IKEA Furuset  (mot Kjelsrud);Kjelsrud  (fra Furuset);Lokal;Viken;100;0;09:28:15;09:28:40;09:27:00;09:27:00;151;12
47004-2020-06-23T21:13:00+02:00;23/06/2020;Viken;Nordøst;Lillestrøm;Riddersand skole;Gamle Fet rådhus;Lokal;Viken;480;0;22:05:45;22:05:53;22:03:00;22:03:00;106;7
10019-2020-06-15T08:24:00+02:00;15/06/2020;Viken;Nordøst;Lillestrøm;Sagdalen;Sagdalen skole;Lokal;Viken;100;0;08:40:54;08:41:27;08:38:00;08:38:00;151;19
34009-2020-07-17T10:16:00+02:00;17/07/2020;Viken;Nordøst;Lillestrøm;Tandberg;Selmer;Lokal;Viken;340;1;10:38:54;10:38:59;10:35:00;10:35:00;105;1
10008-2020-07-14T21:14:00+02:00;14/07/2020;Viken;Nordøst;Lillestrøm;Nordsnoveien;Brauterkrysset;Lokal;Viken;100;0;21:18:08;21:18:17;21:17:00;21:17:00;151;0
6002-2020-07-26T11:55:00+02:00;26/07/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf B14);Jernbanetorget (Plf. A – ved apoteket);Lokal;Oslo;60;1;12:31:11;12:31:37;12:30:00;12:30:00;33;4
10004-2020-07-26T21:59:00+02:00;26/07/2020;Viken;Nordøst;Lillestrøm;Måsasvingen vest;Vestbygata;Lokal;Viken;100;0;22:04:18;22:04:49;22:03:00;22:03:00;151;2
